caseid,activity,ts,noise,outcome
3440,Assess loan risk,2026-12-19 03:34:38.218,,Assess eligibility
3440,Assess eligibility,2026-12-19 05:17:52.397,,Check if home insurance quote is requested
3440,Check if home insurance quote is requested,2026-12-19 06:31:48.898,,Send home insurance quote
3440,Send home insurance quote,2026-12-19 06:31:55.481,,Verify repayment agreement
3440,Verify repayment agreement,2026-12-19 09:07:30.821,,Cancel application
3441,start_event_Loan  application received,2026-12-19 00:42:07.692,,Assess eligibility
3441,Assess eligibility,2026-12-19 00:42:07.692,True,Check  application  form completeness
3441,Check  application  form completeness,2026-12-19 02:52:39.673,,Check credit history
3441,Check credit history,2026-12-19 03:30:34.740,,Assess loan risk
3441,Assess loan risk,2026-12-19 03:58:40.768,,Appraise property
3441,Appraise property,2026-12-19 04:51:10.368,,Assess eligibility
3441,Assess eligibility,2026-12-19 04:53:46.283,,Check if home insurance quote is requested
3441,Check if home insurance quote is requested,2026-12-19 05:15:35.182,,Send home insurance quote
3441,Send home insurance quote,2026-12-19 05:48:22.524,,Verify repayment agreement
3441,Verify repayment agreement,2026-12-19 09:56:32.182,,Approve application
3441,Approve application,2026-12-19 09:57:41.559,,end_event_Loan  application approved
3442,start_event_Loan  application received,2026-12-19 01:58:31.225,,Check  application  form completeness
3442,Check  application  form completeness,2026-12-19 02:13:40.474,,Return application back to applicant
3442,Return application back to applicant,2026-12-19 02:21:37.576,,Receive updated application
3442,Receive updated application,2026-12-19 02:24:36.140,,Check  application  form completeness
3442,Check  application  form completeness,2026-12-19 03:27:38.105,,Return application back to applicant
3442,Return application back to applicant,2026-12-19 04:07:18.819,,Receive updated application
3442,Receive updated application,2026-12-19 04:14:46.323,,Check  application  form completeness
3442,Check  application  form completeness,2026-12-19 04:42:26.117,,Check credit history
3442,Check credit history,2026-12-19 04:46:24.920,True,Check credit history
3442,Check credit history,2026-12-19 04:46:24.920,,Assess loan risk
3442,Assess loan risk,2026-12-19 07:10:42.565,,Send acceptance pack
3443,start_event_Loan  application received,2026-12-20 11:31:28.972,,Check  application  form completeness
3443,Check  application  form completeness,2026-12-20 12:33:26.320,,Assess eligibility
3443,Assess eligibility,2026-12-20 12:33:26.320,True,Return application back to applicant
3443,Return application back to applicant,2026-12-20 12:55:41.718,,Appraise property
3443,Appraise property,2026-12-20 12:55:41.718,True,Receive updated application
3443,Receive updated application,2026-12-20 14:13:44.806,,start_event_Loan  application received
3443,start_event_Loan  application received,2026-12-20 14:13:44.806,True,Check  application  form completeness
3443,Check  application  form completeness,2026-12-20 14:24:49.521,,end_event_Loan  application canceled
3443,end_event_Loan  application canceled,2026-12-20 14:24:49.521,True,Check credit history
3443,Check credit history,2026-12-20 16:35:11.823,,Appraise property
3443,Appraise property,2026-12-20 17:47:33.446,,Assess loan risk
3449,start_event_Loan  application received,2026-12-25 13:47:21.820,,Check  application  form completeness
3449,Check  application  form completeness,2026-12-25 17:56:27.341,,Return application back to applicant
3449,Return application back to applicant,2026-12-25 20:00:47.824,,Receive updated application
3449,Receive updated application,2026-12-25 20:28:48.871,,Check  application  form completeness
3449,Check  application  form completeness,2026-12-25 20:56:27.252,,Assess eligibility
3449,Assess eligibility,2026-12-25 20:56:27.252,True,Return application back to applicant
3449,Return application back to applicant,2026-12-25 21:08:41.431,,Receive updated application
3449,Receive updated application,2026-12-25 22:09:32.388,,Check  application  form completeness
3449,Check  application  form completeness,2026-12-25 22:23:04.803,,Return application back to applicant
3449,Return application back to applicant,2026-12-25 23:40:48.295,,Receive updated application
3449,Receive updated application,2026-12-25 23:47:14.924,,Check  application  form completeness
3452,start_event_Loan  application received,2026-12-28 23:34:55.095,,Check  application  form completeness
3452,Check  application  form completeness,2026-12-29 00:47:08.841,,Return application back to applicant
3452,Return application back to applicant,2026-12-29 01:59:36.778,,Receive updated application
3452,Receive updated application,2026-12-29 02:01:54.773,,Check  application  form completeness
3452,Check  application  form completeness,2026-12-29 03:12:14.274,,Return application back to applicant
3452,Return application back to applicant,2026-12-29 04:48:18.666,,Receive updated application
3452,Receive updated application,2026-12-29 06:43:30.074,,Check  application  form completeness
3452,Check  application  form completeness,2026-12-29 07:54:19.611,,Return application back to applicant
3452,Return application back to applicant,2026-12-29 07:54:28.803,,Receive updated application
3452,Receive updated application,2026-12-29 07:55:58.804,,Check  application  form completeness
3452,Check  application  form completeness,2026-12-29 08:43:36.786,,Appraise property
3454,start_event_Loan  application received,2026-12-29 10:13:28.198,,Check  application  form completeness
3454,Check  application  form completeness,2026-12-29 10:32:11.592,,Return application back to applicant
3454,Return application back to applicant,2026-12-29 11:09:18.173,,Receive updated application
3454,Receive updated application,2026-12-29 11:26:56.749,,Check  application  form completeness
3454,Check  application  form completeness,2026-12-29 11:58:38.235,,Return application back to applicant
3454,Return application back to applicant,2026-12-29 14:09:15.325,,Receive updated application
3454,Receive updated application,2026-12-29 15:34:47.966,,Check  application  form completeness
3454,Check  application  form completeness,2026-12-29 15:47:10.841,,Return application back to applicant
3454,Return application back to applicant,2026-12-29 16:53:28.781,,Receive updated application
3454,Receive updated application,2026-12-29 17:55:41.651,,Check  application  form completeness
3454,Check  application  form completeness,2026-12-29 18:41:18.068,,Return application back to applicant
3455,start_event_Loan  application received,2026-12-29 19:44:17.860,,Check  application  form completeness
3455,Check  application  form completeness,2026-12-29 20:18:58.949,,Return application back to applicant
3455,Return application back to applicant,2026-12-29 21:28:36.548,,Receive updated application
3455,Receive updated application,2026-12-29 22:40:04.027,,Check  application  form completeness
3455,Check  application  form completeness,2026-12-29 22:40:20.422,,Return application back to applicant
3455,Return application back to applicant,2026-12-29 22:48:05.564,,Receive updated application
3455,Receive updated application,2026-12-30 00:53:25.704,,Check  application  form completeness
3455,Check  application  form completeness,2026-12-30 01:12:25.472,,Appraise property
3455,Appraise property,2026-12-30 01:21:48.028,,Check credit history
3455,Check credit history,2026-12-30 03:49:36.046,,Assess loan risk
3455,Assess loan risk,2026-12-30 04:39:35.533,,Assess eligibility
3457,Check credit history,2026-12-31 19:59:22.562,True,start_event_Loan  application received
3457,start_event_Loan  application received,2027-01-01 02:27:18.592,,Check  application  form completeness
3457,Check  application  form completeness,2027-01-01 03:05:16.091,,Check credit history
3457,Check credit history,2027-01-01 04:24:36.445,,Assess loan risk
3457,Assess loan risk,2027-01-01 04:28:31.954,,Appraise property
3457,Appraise property,2027-01-01 04:56:01.808,,Assess loan risk
3457,Assess loan risk,2027-01-01 04:56:01.808,True,Assess eligibility
3457,Assess eligibility,2027-01-01 08:18:10.950,,Check if home insurance quote is requested
3457,Check if home insurance quote is requested,2027-01-01 09:42:10.813,,Send home insurance quote
3457,Send home insurance quote,2027-01-01 10:40:24.999,,Verify repayment agreement
3457,Verify repayment agreement,2027-01-01 15:19:45.581,,Approve application
3460,start_event_Loan  application received,2027-01-03 08:27:42.542,,Check  application  form completeness
3460,Check  application  form completeness,2027-01-03 08:32:06.196,,Appraise property
3460,Appraise property,2027-01-03 11:14:31.048,,Check credit history
3460,Check credit history,2027-01-03 11:39:27.488,,Assess loan risk
3460,Assess loan risk,2027-01-03 12:12:26.900,,Assess eligibility
3460,Assess eligibility,2027-01-03 12:36:01.574,,Check if home insurance quote is requested
3460,Check if home insurance quote is requested,2027-01-03 13:14:58.429,,Return application back to applicant
3460,Return application back to applicant,2027-01-03 13:14:58.429,True,Send acceptance pack
3460,Send acceptance pack,2027-01-03 13:32:25.770,,Verify repayment agreement
3460,Verify repayment agreement,2027-01-03 13:44:54.867,,Approve application
3460,Approve application,2027-01-03 13:45:04.747,,end_event_Loan  application approved
3461,start_event_Loan  application received,2027-01-03 23:55:31.969,,Check  application  form completeness
3461,Check  application  form completeness,2027-01-04 00:42:05.851,,Appraise property
3461,Appraise property,2027-01-04 01:09:26.175,,Check credit history
3461,Check credit history,2027-01-04 03:19:20.205,,Assess loan risk
3461,Assess loan risk,2027-01-04 03:28:58.352,,Assess eligibility
3461,Assess eligibility,2027-01-04 04:25:23.456,,Check if home insurance quote is requested
3461,Check if home insurance quote is requested,2027-01-04 05:11:41.930,,Send acceptance pack
3461,Send acceptance pack,2027-01-04 05:36:08.147,,Verify repayment agreement
3461,Verify repayment agreement,2027-01-04 06:29:58.148,,start_event_Loan  application received
3461,start_event_Loan  application received,2027-01-04 06:29:58.148,True,Cancel application
3461,Cancel application,2027-01-04 06:55:49.612,,Send home insurance quote
3463,start_event_Loan  application received,2027-01-05 17:43:54.820,,Check  application  form completeness
3463,Check  application  form completeness,2027-01-05 17:52:01.534,,Return application back to applicant
3463,Return application back to applicant,2027-01-05 18:14:51.246,,Receive updated application
3463,Receive updated application,2027-01-05 21:45:20.459,,Check  application  form completeness
3463,Check  application  form completeness,2027-01-05 22:04:20.586,,Return application back to applicant
3463,Return application back to applicant,2027-01-05 22:13:03.028,,Receive updated application
3463,Receive updated application,2027-01-05 22:43:29.022,,Check  application  form completeness
3463,Check  application  form completeness,2027-01-05 22:49:39.228,,Return application back to applicant
3463,Return application back to applicant,2027-01-06 02:29:07.734,,Receive updated application
3463,Receive updated application,2027-01-06 03:10:02.146,,Check  application  form completeness
3463,Check  application  form completeness,2027-01-06 04:47:46.190,,Send home insurance quote
3464,start_event_Loan  application received,2027-01-06 21:19:46.599,,Check  application  form completeness
3464,Check  application  form completeness,2027-01-06 21:52:35.104,,Check credit history
3464,Check credit history,2027-01-06 23:28:21.065,,Appraise property
3464,Appraise property,2027-01-07 02:05:37.769,,Assess loan risk
3464,Assess loan risk,2027-01-07 03:07:56.924,,Assess eligibility
3464,Assess eligibility,2027-01-07 04:01:30.052,,Check if home insurance quote is requested
3464,Check if home insurance quote is requested,2027-01-07 04:11:49.435,,Appraise property
3464,Appraise property,2027-01-07 04:11:49.435,True,Send acceptance pack
3464,Send acceptance pack,2027-01-07 05:23:23.282,,Verify repayment agreement
3464,Verify repayment agreement,2027-01-07 05:58:50.778,,Approve application
3464,Approve application,2027-01-07 06:23:06.781,,end_event_Loan  application approved
3465,start_event_Loan  application received,2027-01-07 15:01:23.063,,Check  application  form completeness
3465,Check  application  form completeness,2027-01-07 16:53:31.478,,Return application back to applicant
3465,Return application back to applicant,2027-01-07 16:56:39.339,,Receive updated application
3465,Receive updated application,2027-01-07 17:20:01.148,,Check  application  form completeness
3465,Check  application  form completeness,2027-01-07 18:19:16.576,,Appraise property
3465,Appraise property,2027-01-07 18:55:40.289,,Check credit history
3465,Check credit history,2027-01-07 19:29:15.150,,Assess loan risk
3465,Assess loan risk,2027-01-07 19:56:29.283,,Check  application  form completeness
3465,Check  application  form completeness,2027-01-07 19:56:29.283,True,Assess eligibility
3465,Assess eligibility,2027-01-07 21:54:36.554,,Reject application
3465,Reject application,2027-01-07 22:13:07.980,,end_event_Loan application rejected
3466,start_event_Loan  application received,2027-01-07 17:55:25.321,,Check  application  form completeness
3466,Check  application  form completeness,2027-01-07 18:00:22.874,,Return application back to applicant
3466,Return application back to applicant,2027-01-07 18:31:49.362,,Receive updated application
3466,Receive updated application,2027-01-07 20:56:14.573,,Check  application  form completeness
3466,Check  application  form completeness,2027-01-07 23:18:55.552,,Return application back to applicant
3466,Return application back to applicant,2027-01-08 00:43:39.740,,Receive updated application
3466,Receive updated application,2027-01-08 01:57:31.678,,Check  application  form completeness
3466,Check  application  form completeness,2027-01-08 02:54:50.097,,Appraise property
3466,Appraise property,2027-01-08 03:39:06.478,,Check credit history
3466,Check credit history,2027-01-08 03:53:49.239,,Assess loan risk
3466,Assess loan risk,2027-01-08 04:08:25.261,,Assess eligibility
3470,start_event_Loan  application received,2027-01-13 15:09:10.498,,Check  application  form completeness
3470,Check  application  form completeness,2027-01-13 19:19:20.603,,Return application back to applicant
3470,Return application back to applicant,2027-01-13 20:32:40.050,,Appraise property
3470,Appraise property,2027-01-13 20:32:40.050,True,Receive updated application
3470,Receive updated application,2027-01-13 20:48:24.147,,Check  application  form completeness
3470,Check  application  form completeness,2027-01-13 21:59:46.374,,Return application back to applicant
3470,Return application back to applicant,2027-01-14 00:35:59.444,,Assess eligibility
3470,Assess eligibility,2027-01-14 00:35:59.444,True,Receive updated application
3470,Receive updated application,2027-01-14 02:14:18.030,,Check  application  form completeness
3470,Check  application  form completeness,2027-01-14 02:25:49.818,,Appraise property
3470,Appraise property,2027-01-14 02:27:36.068,,Check credit history
3472,start_event_Loan  application received,2027-01-14 15:32:06.060,,Check  application  form completeness
3472,Check  application  form completeness,2027-01-14 16:34:30.780,,Return application back to applicant
3472,Return application back to applicant,2027-01-14 17:30:13.688,,end_event_Loan application rejected
3472,end_event_Loan application rejected,2027-01-14 17:30:13.688,True,Receive updated application
3472,Receive updated application,2027-01-14 17:47:45.494,,Check  application  form completeness
3472,Check  application  form completeness,2027-01-14 18:55:36.491,,Check credit history
3472,Check credit history,2027-01-14 19:51:05.807,,Verify repayment agreement
3472,Verify repayment agreement,2027-01-14 19:51:05.807,True,Assess loan risk
3472,Assess loan risk,2027-01-15 01:43:25.191,,Appraise property
3472,Appraise property,2027-01-15 02:34:14.456,,Assess eligibility
3472,Assess eligibility,2027-01-15 04:55:35.916,,Reject application
3473,start_event_Loan  application received,2027-01-16 18:23:23.705,,Check  application  form completeness
3473,Check  application  form completeness,2027-01-16 19:31:43.427,,Return application back to applicant
3473,Return application back to applicant,2027-01-16 20:39:53.492,,Receive updated application
3473,Receive updated application,2027-01-16 21:03:33.536,,Check  application  form completeness
3473,Check  application  form completeness,2027-01-16 21:55:18.586,,Check credit history
3473,Check credit history,2027-01-16 22:41:18.847,,Appraise property
3473,Appraise property,2027-01-17 01:13:28.759,,Cancel application
3473,Cancel application,2027-01-17 01:13:28.759,True,Assess loan risk
3473,Assess loan risk,2027-01-17 04:16:20.603,,Assess eligibility
3473,Assess eligibility,2027-01-17 04:29:51.445,,Reject application
3473,Reject application,2027-01-17 04:54:32.612,,end_event_Loan application rejected
3475,start_event_Loan  application received,2027-01-17 18:16:13.449,,Check  application  form completeness
3475,Check  application  form completeness,2027-01-17 19:25:14.995,,Return application back to applicant
3475,Return application back to applicant,2027-01-17 19:29:03.537,,Receive updated application
3475,Receive updated application,2027-01-17 19:36:25.597,,Check  application  form completeness
3475,Check  application  form completeness,2027-01-17 21:44:09.496,,Check credit history
3475,Check credit history,2027-01-17 22:04:11.054,,Appraise property
3475,Appraise property,2027-01-17 22:26:56.411,,Assess loan risk
3475,Assess loan risk,2027-01-17 22:43:30.119,,Assess eligibility
3475,Assess eligibility,2027-01-17 22:48:37.515,,Reject application
3475,Reject application,2027-01-17 23:49:09.652,,end_event_Loan application rejected
3475,end_event_Loan application rejected,2027-01-18 00:06:55.252,,Receive updated application
3476,Appraise property,2027-01-18 00:06:55.252,True,start_event_Loan  application received
3476,start_event_Loan  application received,2027-01-20 03:36:32.763,,Assess loan risk
3476,Assess loan risk,2027-01-20 03:36:32.763,True,Check  application  form completeness
3476,Check  application  form completeness,2027-01-20 09:44:07.521,,Return application back to applicant
3476,Return application back to applicant,2027-01-20 11:09:02.659,,Receive updated application
3476,Receive updated application,2027-01-20 13:23:59.819,,Check  application  form completeness
3476,Check  application  form completeness,2027-01-20 13:25:37.873,,Appraise property
3476,Appraise property,2027-01-20 13:53:23.431,,Check credit history
3476,Check credit history,2027-01-20 14:57:31.780,,Assess loan risk
3476,Assess loan risk,2027-01-20 15:07:07.672,,Assess eligibility
3476,Assess eligibility,2027-01-20 18:38:43.174,,Check if home insurance quote is requested
3477,start_event_Loan  application received,2027-01-21 23:12:34.122,,Check  application  form completeness
3477,Check  application  form completeness,2027-01-22 03:28:39.530,,Verify repayment agreement
3477,Verify repayment agreement,2027-01-22 03:28:39.530,True,Return application back to applicant
3477,Return application back to applicant,2027-01-22 03:39:09.009,,Reject application
3477,Reject application,2027-01-22 03:39:09.009,True,Receive updated application
3477,Receive updated application,2027-01-22 06:15:35.923,,Check  application  form completeness
3477,Check  application  form completeness,2027-01-22 08:34:35.859,,Return application back to applicant
3477,Return application back to applicant,2027-01-22 09:15:56.358,,Receive updated application
3477,Receive updated application,2027-01-22 09:55:54.511,,Check  application  form completeness
3477,Check  application  form completeness,2027-01-22 11:30:55.299,,Return application back to applicant
3477,Return application back to applicant,2027-01-22 13:48:12.254,,Receive updated application
3479,start_event_Loan  application received,2027-01-23 04:13:00.253,,Check credit history
3479,Check credit history,2027-01-23 04:13:00.253,True,Check  application  form completeness
3479,Check  application  form completeness,2027-01-23 04:24:25.407,,Check credit history
3479,Check credit history,2027-01-23 04:30:18.442,,Receive updated application
3479,Receive updated application,2027-01-23 04:30:18.442,True,Assess loan risk
3479,Assess loan risk,2027-01-23 05:28:33.771,,Appraise property
3479,Appraise property,2027-01-23 06:58:04.097,,Assess eligibility
3479,Assess eligibility,2027-01-23 08:03:01.577,,Reject application
3479,Reject application,2027-01-23 08:27:00.908,,Verify repayment agreement
3479,Verify repayment agreement,2027-01-23 08:27:00.908,True,end_event_Loan application rejected
3479,end_event_Loan application rejected,2027-01-23 10:06:55.596,,Verify repayment agreement
3481,start_event_Loan  application received,2027-01-26 18:00:20.547,,Check  application  form completeness
3481,Check  application  form completeness,2027-01-26 18:41:00.398,,Appraise property
3481,Appraise property,2027-01-26 19:00:32.993,,Check credit history
3481,Check credit history,2027-01-26 19:39:49.723,,Assess loan risk
3481,Assess loan risk,2027-01-26 20:53:27.011,,Assess eligibility
3481,Assess eligibility,2027-01-26 23:17:52.535,,Check if home insurance quote is requested
3481,Check if home insurance quote is requested,2027-01-27 01:17:58.784,,Send home insurance quote
3481,Send home insurance quote,2027-01-27 03:27:42.463,,Verify repayment agreement
3481,Verify repayment agreement,2027-01-27 04:13:43.550,,Cancel application
3481,Cancel application,2027-01-27 05:48:34.773,,Cancel application
3481,Cancel application,2027-01-27 05:48:34.773,True,end_event_Loan  application canceled
3482,start_event_Loan  application received,2027-01-27 00:09:57.043,,Check  application  form completeness
3482,Check  application  form completeness,2027-01-27 00:35:26.287,,Return application back to applicant
3482,Return application back to applicant,2027-01-27 01:19:27.415,,Receive updated application
3482,Receive updated application,2027-01-27 02:09:19.040,,Check  application  form completeness
3482,Check  application  form completeness,2027-01-27 02:30:11.748,,Return application back to applicant
3482,Return application back to applicant,2027-01-27 02:45:52.082,,Receive updated application
3482,Receive updated application,2027-01-27 03:37:09.546,,Check  application  form completeness
3482,Check  application  form completeness,2027-01-27 05:17:29.002,,Appraise property
3482,Appraise property,2027-01-27 05:17:33.138,,Check credit history
3482,Check credit history,2027-01-27 06:17:17.665,,Check  application  form completeness
3482,Check  application  form completeness,2027-01-27 06:17:17.665,True,Assess loan risk
3484,start_event_Loan  application received,2027-01-27 14:48:20.811,,Check  application  form completeness
3484,Check  application  form completeness,2027-01-27 15:27:01.615,,Check credit history
3484,Check credit history,2027-01-27 16:01:22.956,,Appraise property
3484,Appraise property,2027-01-27 16:41:07.629,,Assess loan risk
3484,Assess loan risk,2027-01-27 17:12:21.548,,Send home insurance quote
3484,Send home insurance quote,2027-01-27 17:12:21.548,True,Assess eligibility
3484,Assess eligibility,2027-01-27 17:27:41.020,,Check if home insurance quote is requested
3484,Check if home insurance quote is requested,2027-01-27 18:32:49.760,,Send acceptance pack
3484,Send acceptance pack,2027-01-27 19:08:55.815,,Verify repayment agreement
3484,Verify repayment agreement,2027-01-27 19:31:05.945,,Approve application
3484,Approve application,2027-01-27 21:53:37.476,,end_event_Loan  application approved
3486,Assess eligibility,2027-01-27 22:31:12.604,True,start_event_Loan  application received
3486,start_event_Loan  application received,2027-01-28 10:34:30.332,,Check  application  form completeness
3486,Check  application  form completeness,2027-01-28 13:44:51.674,,Return application back to applicant
3486,Return application back to applicant,2027-01-28 13:53:40.382,,Receive updated application
3486,Receive updated application,2027-01-28 14:00:08.620,,Check  application  form completeness
3486,Check  application  form completeness,2027-01-28 14:31:01.487,,Return application back to applicant
3486,Return application back to applicant,2027-01-28 15:57:17.431,,Receive updated application
3486,Receive updated application,2027-01-28 16:10:21.301,,Check  application  form completeness
3486,Check  application  form completeness,2027-01-28 16:59:38.538,,Check credit history
3486,Check credit history,2027-01-28 17:05:02.254,,Assess loan risk
3486,Assess loan risk,2027-01-28 17:05:46.162,,Appraise property
3490,start_event_Loan  application received,2027-01-31 23:24:19.174,,Check  application  form completeness
3490,Check  application  form completeness,2027-01-31 23:34:11.907,,Check credit history
3490,Check credit history,2027-02-01 00:52:32.356,,Assess loan risk
3490,Assess loan risk,2027-02-01 01:09:36.080,,Appraise property
3490,Appraise property,2027-02-01 01:29:06.655,,Reject application
3490,Reject application,2027-02-01 01:29:06.655,True,Assess eligibility
3490,Assess eligibility,2027-02-01 01:32:47.916,,Check if home insurance quote is requested
3490,Check if home insurance quote is requested,2027-02-01 02:04:10.838,,Check credit history
3490,Check credit history,2027-02-01 02:04:10.838,True,Send home insurance quote
3490,Send home insurance quote,2027-02-01 04:56:44.030,,Verify repayment agreement
3490,Verify repayment agreement,2027-02-01 04:58:35.229,,Cancel application
3491,start_event_Loan  application received,2027-02-01 07:52:25.072,,Assess loan risk
3491,Assess loan risk,2027-02-01 07:52:25.072,True,Check  application  form completeness
3491,Check  application  form completeness,2027-02-01 08:21:33.510,,Return application back to applicant
3491,Return application back to applicant,2027-02-01 08:26:26.541,,Receive updated application
3491,Receive updated application,2027-02-01 08:32:51.529,,Check  application  form completeness
3491,Check  application  form completeness,2027-02-01 09:03:17.875,,Check credit history
3491,Check credit history,2027-02-01 09:41:02.252,,Assess loan risk
3491,Assess loan risk,2027-02-01 13:03:35.653,,Appraise property
3491,Appraise property,2027-02-01 13:12:24.444,,Assess eligibility
3491,Assess eligibility,2027-02-01 15:00:54.354,,Check if home insurance quote is requested
3491,Check if home insurance quote is requested,2027-02-01 15:36:46.309,,Send acceptance pack
3496,start_event_Loan  application received,2027-02-04 00:08:41.890,,Check  application  form completeness
3496,Check  application  form completeness,2027-02-04 01:33:18.511,,Return application back to applicant
3496,Return application back to applicant,2027-02-04 03:23:33.629,,Verify repayment agreement
3496,Verify repayment agreement,2027-02-04 03:23:33.629,True,Receive updated application
3496,Receive updated application,2027-02-04 03:38:21.034,,Check  application  form completeness
3496,Check  application  form completeness,2027-02-04 03:54:54.342,,Check credit history
3496,Check credit history,2027-02-04 05:15:50.637,,Appraise property
3496,Appraise property,2027-02-04 06:57:37.787,,Assess loan risk
3496,Assess loan risk,2027-02-04 07:38:22.747,,Check credit history
3496,Check credit history,2027-02-04 07:38:22.747,True,Assess eligibility
3496,Assess eligibility,2027-02-04 07:51:44.613,,Reject application
3497,start_event_Loan  application received,2027-02-05 02:04:19.558,,Send home insurance quote
3497,Send home insurance quote,2027-02-05 02:04:19.558,True,Check  application  form completeness
3497,Check  application  form completeness,2027-02-05 04:21:33.633,,Appraise property
3497,Appraise property,2027-02-05 07:12:43.586,,Check credit history
3497,Check credit history,2027-02-05 07:43:49.813,,Assess loan risk
3497,Assess loan risk,2027-02-05 10:30:25.472,,Assess eligibility
3497,Assess eligibility,2027-02-05 11:04:21.531,,Check if home insurance quote is requested
3497,Check if home insurance quote is requested,2027-02-05 13:27:04.653,,Send acceptance pack
3497,Send acceptance pack,2027-02-05 13:57:12.445,,Verify repayment agreement
3497,Verify repayment agreement,2027-02-05 14:35:02.576,,Approve application
3497,Approve application,2027-02-05 15:32:56.217,,end_event_Loan  application approved
3498,start_event_Loan  application received,2027-02-06 10:04:23.120,,end_event_Loan application rejected
3498,end_event_Loan application rejected,2027-02-06 10:04:23.120,True,Check  application  form completeness
3498,Check  application  form completeness,2027-02-06 10:52:44.385,,Check credit history
3498,Check credit history,2027-02-06 11:03:46.803,,start_event_Loan  application received
3498,start_event_Loan  application received,2027-02-06 11:03:46.803,True,Appraise property
3498,Appraise property,2027-02-06 15:12:47.809,,Assess loan risk
3498,Assess loan risk,2027-02-06 16:09:11.190,,Assess eligibility
3498,Assess eligibility,2027-02-06 16:52:34.400,,Check if home insurance quote is requested
3498,Check if home insurance quote is requested,2027-02-06 17:48:21.597,,Send acceptance pack
3498,Send acceptance pack,2027-02-06 18:00:06.618,,Verify repayment agreement
3498,Verify repayment agreement,2027-02-06 18:41:49.597,,Cancel application
3499,start_event_Loan  application received,2027-02-08 03:34:13.166,,Check  application  form completeness
3499,Check  application  form completeness,2027-02-08 04:17:57.398,,Return application back to applicant
3499,Return application back to applicant,2027-02-08 04:43:07.260,,Receive updated application
3499,Receive updated application,2027-02-08 05:44:21.577,,Check  application  form completeness
3499,Check  application  form completeness,2027-02-08 05:53:35.834,,Return application back to applicant
3499,Return application back to applicant,2027-02-08 06:31:21.239,,Receive updated application
3499,Receive updated application,2027-02-08 06:41:01.779,,Check  application  form completeness
3499,Check  application  form completeness,2027-02-08 06:54:16.314,,Return application back to applicant
3499,Return application back to applicant,2027-02-08 07:36:11.184,,Receive updated application
3499,Receive updated application,2027-02-08 08:07:00.789,,end_event_Loan  application approved
3499,end_event_Loan  application approved,2027-02-08 08:07:00.789,True,Check  application  form completeness
3500,start_event_Loan  application received,2027-02-08 10:30:29.014,,Check  application  form completeness
3500,Check  application  form completeness,2027-02-08 11:22:01.299,,Return application back to applicant
3500,Return application back to applicant,2027-02-08 14:03:25.833,,Receive updated application
3500,Receive updated application,2027-02-08 14:23:56.929,,Check  application  form completeness
3500,Check  application  form completeness,2027-02-08 15:48:50.558,,Return application back to applicant
3500,Return application back to applicant,2027-02-08 16:06:54.311,,Receive updated application
3500,Receive updated application,2027-02-08 17:00:04.095,,Check credit history
3500,Check credit history,2027-02-08 17:00:04.095,True,Check  application  form completeness
3500,Check  application  form completeness,2027-02-08 17:43:27.153,,Return application back to applicant
3500,Return application back to applicant,2027-02-08 18:04:52.998,,Receive updated application
3500,Receive updated application,2027-02-08 18:28:42.243,,Check  application  form completeness
3501,start_event_Loan  application received,2027-02-09 01:11:47.262,,Check  application  form completeness
3501,Check  application  form completeness,2027-02-09 01:41:19.045,,Return application back to applicant
3501,Return application back to applicant,2027-02-09 01:43:43.771,,Approve application
3501,Approve application,2027-02-09 01:43:43.771,True,Receive updated application
3501,Receive updated application,2027-02-09 02:26:52.806,,Check  application  form completeness
3501,Check  application  form completeness,2027-02-09 05:21:43.083,,Return application back to applicant
3501,Return application back to applicant,2027-02-09 05:43:04.223,,Receive updated application
3501,Receive updated application,2027-02-09 07:14:10.767,,Check  application  form completeness
3501,Check  application  form completeness,2027-02-09 11:43:47.101,,Appraise property
3501,Appraise property,2027-02-09 12:08:34.381,,Check credit history
3501,Check credit history,2027-02-09 12:58:22.540,,Assess loan risk
3503,start_event_Loan  application received,2027-02-09 11:56:24.116,,Check  application  form completeness
3503,Check  application  form completeness,2027-02-09 12:05:16.643,,Appraise property
3503,Appraise property,2027-02-09 13:52:42.553,,Check credit history
3503,Check credit history,2027-02-09 13:52:55.901,,Assess loan risk
3503,Assess loan risk,2027-02-09 15:38:27.378,,Assess eligibility
3503,Assess eligibility,2027-02-09 19:10:14.496,,Check if home insurance quote is requested
3503,Check if home insurance quote is requested,2027-02-09 19:18:05.656,,Check if home insurance quote is requested
3503,Check if home insurance quote is requested,2027-02-09 19:18:05.656,True,Send acceptance pack
3503,Send acceptance pack,2027-02-09 20:34:16.438,,Verify repayment agreement
3503,Verify repayment agreement,2027-02-09 20:35:56.400,,Cancel application
3503,Cancel application,2027-02-09 22:36:39.268,,end_event_Loan  application canceled
3504,start_event_Loan  application received,2027-02-10 08:35:42.726,,Check  application  form completeness
3504,Check  application  form completeness,2027-02-10 09:11:23.409,,Return application back to applicant
3504,Return application back to applicant,2027-02-10 11:10:30.267,,Receive updated application
3504,Receive updated application,2027-02-10 12:33:20.018,,Check  application  form completeness
3504,Check  application  form completeness,2027-02-10 14:13:31.715,,Return application back to applicant
3504,Return application back to applicant,2027-02-10 16:37:49.456,,Receive updated application
3504,Receive updated application,2027-02-10 17:02:35.324,,Check  application  form completeness
